key,scroll,segment,recipe,pitch_um,height_ds8,width_ds8,window_px_ds8,n_windows,max_coverage,status
PHerc0139/segments/20260108000000-w041_2026010816/ink-detection/downsampled/PHerc0139-20260108000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260108000000-w041_2026010816,1um_s1z2,2.258,3201,4149,1088,10,0.976,scored
PHerc0139/segments/20260108000000-w041_2026010816/ink-detection/downsampled/PHerc0139-20260108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260108000000-w041_2026010816,canon,2.399,3010,3900,1024,24,1.0,scored
PHerc0139/segments/20260112000000-w043_2026011217/ink-detection/downsampled/PHerc0139-20260112000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260112000000-w043_2026011217,1um_s1z2,2.258,3159,4201,1088,9,0.984,scored
PHerc0139/segments/20260112000000-w043_2026011217/ink-detection/downsampled/PHerc0139-20260112000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260112000000-w043_2026011217,canon,2.399,2970,3950,1024,24,1.0,scored
PHerc0139/segments/20260115000000-w044_2026011522/ink-detection/downsampled/PHerc0139-20260115000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260115000000-w044_2026011522,1um_s1z2,2.258,3126,4223,1088,8,0.992,scored
PHerc0139/segments/20260115000000-w044_2026011522/ink-detection/downsampled/PHerc0139-20260115000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260115000000-w044_2026011522,canon,2.399,2940,3970,1024,24,1.0,scored
PHerc0139/segments/20260115000001-w056_2026011514/ink-detection/downsampled/PHerc0139-20260115000001-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260115000001-w056_2026011514,1um_s1z2,2.258,3711,5043,1088,8,1.0,scored
PHerc0139/segments/20260115000001-w056_2026011514/ink-detection/downsampled/PHerc0139-20260115000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260115000001-w056_2026011514,canon,2.399,3490,4740,1024,37,1.0,scored
PHerc0139/segments/20260126000000-w045_2026012619/ink-detection/downsampled/PHerc0139-20260126000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260126000000-w045_2026012619,1um_s1z2,2.258,3095,4265,1088,6,0.998,scored
PHerc0139/segments/20260126000000-w045_2026012619/ink-detection/downsampled/PHerc0139-20260126000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260126000000-w045_2026012619,canon,2.399,2910,4010,1024,24,1.0,scored
PHerc0139/segments/20260127000000-w057_2026012713/ink-detection/downsampled/PHerc0139-20260127000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260127000000-w057_2026012713,1um_s1z2,2.258,3925,5064,1088,16,0.94,scored
PHerc0139/segments/20260127000000-w057_2026012713/ink-detection/downsampled/PHerc0139-20260127000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260127000000-w057_2026012713,canon,2.399,3690,4760,1024,46,1.0,scored
PHerc0139/segments/20260130000000-w031_2026013019/ink-detection/downsampled/PHerc0139-20260130000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260130000000-w031_2026013019,1um_s1z2,2.258,3659,3883,1088,6,1.0,scored
PHerc0139/segments/20260130000000-w031_2026013019/ink-detection/downsampled/PHerc0139-20260130000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260130000000-w031_2026013019,canon,2.399,3440,3650,1024,28,1.0,scored
PHerc0139/segments/20260203000000-w032_2026020303/ink-detection/downsampled/PHerc0139-20260203000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260203000000-w032_2026020303,1um_s1z2,2.258,3669,3936,1088,6,1.0,scored
PHerc0139/segments/20260203000000-w032_2026020303/ink-detection/downsampled/PHerc0139-20260203000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260203000000-w032_2026020303,canon,2.399,3450,3700,1024,29,1.0,scored
PHerc0139/segments/20260206000000-w042_2026020613/ink-detection/downsampled/PHerc0139-20260206000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260206000000-w042_2026020613,1um_s1z2,2.258,3095,4074,1088,6,0.998,scored
PHerc0139/segments/20260206000000-w042_2026020613/ink-detection/downsampled/PHerc0139-20260206000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260206000000-w042_2026020613,canon,2.399,2910,3830,1024,24,1.0,scored
PHerc0139/segments/20260206000001-w047_2026020613/ink-detection/downsampled/PHerc0139-20260206000001-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260206000001-w047_2026020613,1um_s1z2,2.258,3020,4361,1088,7,1.0,scored
PHerc0139/segments/20260206000001-w047_2026020613/ink-detection/downsampled/PHerc0139-20260206000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260206000001-w047_2026020613,canon,2.399,2840,4100,1024,28,1.0,scored
PHerc0139/segments/20260206000002-w054_2026020617/ink-detection/downsampled/PHerc0139-20260206000002-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260206000002-w054_2026020617,1um_s1z2,2.258,3956,5765,1088,17,0.956,scored
PHerc0139/segments/20260206000002-w054_2026020617/ink-detection/downsampled/PHerc0139-20260206000002-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260206000002-w054_2026020617,canon,2.399,3720,5420,1024,53,1.0,scored
PHerc0139/segments/20260210000000-w058_2026021020/ink-detection/downsampled/PHerc0139-20260210000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260210000000-w058_2026021020,1um_s1z2,2.258,3883,5106,1088,16,0.927,scored
PHerc0139/segments/20260210000000-w058_2026021020/ink-detection/downsampled/PHerc0139-20260210000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260210000000-w058_2026021020,canon,2.399,3650,4800,1024,45,1.0,scored
PHerc0139/segments/20260215000000-w024_2026021572/ink-detection/downsampled/PHerc0139-20260215000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260215000000-w024_2026021572,1um_s1z2,2.258,3669,3425,1088,5,1.0,scored
PHerc0139/segments/20260215000000-w024_2026021572/ink-detection/downsampled/PHerc0139-20260215000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260215000000-w024_2026021572,canon,2.399,3450,3220,1024,24,1.0,scored
PHerc0139/segments/20260219000000-w033_2026021913/ink-detection/downsampled/PHerc0139-20260219000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260219000000-w033_2026021913,1um_s1z2,2.258,3669,3968,1088,6,1.0,scored
PHerc0139/segments/20260219000000-w033_2026021913/ink-detection/downsampled/PHerc0139-20260219000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260219000000-w033_2026021913,canon,2.399,3450,3730,1024,29,1.0,scored
PHerc0139/segments/20260219000001-w048_2026021912/ink-detection/downsampled/PHerc0139-20260219000001-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260219000001-w048_2026021912,1um_s1z2,2.258,2956,4404,1088,7,1.0,scored
PHerc0139/segments/20260219000001-w048_2026021912/ink-detection/downsampled/PHerc0139-20260219000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260219000001-w048_2026021912,canon,2.399,2780,4140,1024,28,1.0,scored
PHerc0139/segments/20260220000000-w053_2026022021/ink-detection/downsampled/PHerc0139-20260220000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260220000000-w053_2026022021,1um_s1z2,2.258,3850,5361,1088,10,0.999,scored
PHerc0139/segments/20260220000000-w053_2026022021/ink-detection/downsampled/PHerc0139-20260220000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260220000000-w053_2026022021,canon,2.399,3620,5040,1024,47,1.0,scored
PHerc0139/segments/20260227000000-w052_2026022705/ink-detection/downsampled/PHerc0139-20260227000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260227000000-w052_2026022705,1um_s1z2,2.258,3978,5053,1088,16,0.878,scored
PHerc0139/segments/20260227000000-w052_2026022705/ink-detection/downsampled/PHerc0139-20260227000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260227000000-w052_2026022705,canon,2.399,3740,4750,1024,47,1.0,scored
PHerc0139/segments/20260302000000-w039_2026030210/ink-detection/downsampled/PHerc0139-20260302000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260302000000-w039_2026030210,1um_s1z2,2.258,4424,3989,1088,12,0.906,scored
PHerc0139/segments/20260302000000-w039_2026030210/ink-detection/downsampled/PHerc0139-20260302000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260302000000-w039_2026030210,canon,2.399,4160,3750,1024,30,1.0,scored
PHerc0139/segments/20260302000001-w050_2026030220/ink-detection/downsampled/PHerc0139-20260302000001-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260302000001-w050_2026030220,1um_s1z2,2.258,2744,2010,1088,2,0.985,scored
PHerc0139/segments/20260302000001-w050_2026030220/ink-detection/downsampled/PHerc0139-20260302000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260302000001-w050_2026030220,canon,2.399,2580,1890,1024,8,1.0,scored
PHerc0139/segments/20260303000000-w034_2026030317/ink-detection/downsampled/PHerc0139-20260303000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260303000000-w034_2026030317,1um_s1z2,2.258,3638,3989,1088,6,1.0,scored
PHerc0139/segments/20260303000000-w034_2026030317/ink-detection/downsampled/PHerc0139-20260303000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260303000000-w034_2026030317,canon,2.399,3420,3750,1024,29,1.0,scored
PHerc0139/segments/20260306000000-w038_2026030608/ink-detection/downsampled/PHerc0139-20260306000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260306000000-w038_2026030608,1um_s1z2,2.258,3201,3851,1088,8,0.991,scored
PHerc0139/segments/20260306000000-w038_2026030608/ink-detection/downsampled/PHerc0139-20260306000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260306000000-w038_2026030608,canon,2.399,3010,3620,1024,24,1.0,scored
PHerc0139/segments/20260306000001-w051_2026030600/ink-detection/downsampled/PHerc0139-20260306000001-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260306000001-w051_2026030600,1um_s1z2,2.258,3914,4968,1088,16,0.931,scored
PHerc0139/segments/20260306000001-w051_2026030600/ink-detection/downsampled/PHerc0139-20260306000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260306000001-w051_2026030600,canon,2.399,3680,4670,1024,47,1.0,scored
PHerc0139/segments/20260310000000-w037_2026031015/ink-detection/downsampled/PHerc0139-20260310000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260310000000-w037_2026031015,1um_s1z2,2.258,3169,3723,1088,5,0.993,scored
PHerc0139/segments/20260310000000-w037_2026031015/ink-detection/downsampled/PHerc0139-20260310000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260310000000-w037_2026031015,canon,2.399,2980,3500,1024,20,1.0,scored
PHerc0139/segments/20260311000000-w023_202603112281/ink-detection/downsampled/PHerc0139-20260311000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260311000000-w023_202603112281,1um_s1z2,2.258,3584,3298,1088,5,1.0,scored
PHerc0139/segments/20260311000000-w023_202603112281/ink-detection/downsampled/PHerc0139-20260311000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260311000000-w023_202603112281,canon,2.399,3370,3100,1024,23,1.0,scored
PHerc0139/segments/20260316000000-w036_2026031607/ink-detection/downsampled/PHerc0139-20260316000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260316000000-w036_2026031607,1um_s1z2,2.258,3095,3606,1088,5,1.0,scored
PHerc0139/segments/20260316000000-w036_2026031607/ink-detection/downsampled/PHerc0139-20260316000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260316000000-w036_2026031607,canon,2.399,2910,3390,1024,20,1.0,scored
PHerc0139/segments/20260317000000-w035_2026031718/ink-detection/downsampled/PHerc0139-20260317000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260317000000-w035_2026031718,1um_s1z2,2.258,3010,2713,1088,3,1.0,scored
PHerc0139/segments/20260317000000-w035_2026031718/ink-detection/downsampled/PHerc0139-20260317000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260317000000-w035_2026031718,canon,2.399,2830,2550,1024,12,1.0,scored
PHerc0139/segments/20260318000000-w049_20260318/ink-detection/downsampled/PHerc0139-20260318000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260318000000-w049_20260318,1um_s1z2,2.258,2925,4861,1088,7,1.0,scored
PHerc0139/segments/20260318000000-w049_20260318/ink-detection/downsampled/PHerc0139-20260318000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260318000000-w049_20260318,canon,2.399,2750,4570,1024,28,1.0,scored
PHerc0139/segments/20260325000000-w046_20260325/ink-detection/downsampled/PHerc0139-20260325000000-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20260325000000-w046_20260325,1um_s1z2,2.258,3095,4276,1088,6,0.996,scored
PHerc0139/segments/20260325000000-w046_20260325/ink-detection/downsampled/PHerc0139-20260325000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260325000000-w046_20260325,canon,2.399,2910,4020,1024,24,1.0,scored
PHerc0139/segments/20260422000000-title_2026042222_zmid_flatboi/ink-detection/downsampled/PHerc0139-20260422000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20260422000000-title_2026042222_zmid_flatboi,canon,2.399,870,2610,1024,4,0.932,scored
PHerc0172/segments/20250917143559-w062_20250917143559205_flatboi/ink-detection/downsampled/PHerc0172-20250917143559-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20250917143559-w062_20250917143559205_flatboi,other,7.91,1575,1718,311,85,1.0,scored
PHerc0172/segments/20250917143559-w062_20250917143559205_flatboi/ink-detection/downsampled/PHerc0172-20250917143559-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20250917143559-w062_20250917143559205_flatboi,other,7.91,1575,1718,311,85,1.0,scored
PHerc0172/segments/20250926112011-w078_20250926112011918_flatboi/ink-detection/downsampled/PHerc0172-20250926112011-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20250926112011-w078_20250926112011918_flatboi,other,7.91,1713,1563,311,76,1.0,scored
PHerc0172/segments/20250926112011-w078_20250926112011918_flatboi/ink-detection/downsampled/PHerc0172-20250926112011-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20250926112011-w078_20250926112011918_flatboi,other,7.91,1713,1563,311,76,1.0,scored
PHerc0172/segments/20250926113336-w079_20250926113336891_flatboi/ink-detection/downsampled/PHerc0172-20250926113336-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20250926113336-w079_20250926113336891_flatboi,other,7.91,1815,2048,311,71,1.0,scored
PHerc0172/segments/20250926113336-w079_20250926113336891_flatboi/ink-detection/downsampled/PHerc0172-20250926113336-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20250926113336-w079_20250926113336891_flatboi,other,7.91,1815,2048,311,71,1.0,scored
PHerc0172/segments/20250926114310-w080_20250926114310705_flatboi/ink-detection/downsampled/PHerc0172-20250926114310-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20250926114310-w080_20250926114310705_flatboi,other,7.91,1560,1428,311,57,1.0,scored
PHerc0172/segments/20250926114310-w080_20250926114310705_flatboi/ink-detection/downsampled/PHerc0172-20250926114310-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20250926114310-w080_20250926114310705_flatboi,other,7.91,1560,1428,311,57,1.0,scored
PHerc0172/segments/20250926122938-w082_20250926122938619_flatboi/ink-detection/downsampled/PHerc0172-20250926122938-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20250926122938-w082_20250926122938619_flatboi,other,7.91,1790,1440,311,65,1.0,scored
PHerc0172/segments/20250926122938-w082_20250926122938619_flatboi/ink-detection/downsampled/PHerc0172-20250926122938-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20250926122938-w082_20250926122938619_flatboi,other,7.91,1790,1440,311,65,1.0,scored
PHerc0172/segments/20250926132117-w083_20250926132117595_flatboi/ink-detection/downsampled/PHerc0172-20250926132117-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20250926132117-w083_20250926132117595_flatboi,other,7.91,1743,1453,311,68,1.0,scored
