key,scroll,segment,recipe,resolution_um,pitch_um,window_px,thresh,y0,x0,coverage,frac_above,n_comp,median_extent,mass_big,mass_huge,mass_letter,mass_smear
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,4096,0,0.942,0.0211,67,383.8,0.2932,0.0,0.2932,0.0
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,4096,4096,0.999,0.0535,79,441.4,0.6835,0.2677,0.6835,0.0
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,4096,8192,1.0,0.1257,103,556.6,0.7865,0.4944,0.7865,0.0
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,4096,12288,1.0,0.1271,108,537.4,0.7602,0.4789,0.5456,0.2146
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,4096,16384,0.872,0.0684,85,537.4,0.6519,0.2618,0.6519,0.0
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,8192,0,0.904,0.0168,67,326.3,0.091,0.0,0.091,0.0
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,8192,4096,0.999,0.0211,62,403.0,0.2293,0.0,0.2293,0.0
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,8192,8192,1.0,0.0561,83,479.8,0.6124,0.0995,0.6124,0.0
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,8192,12288,1.0,0.0965,105,499.0,0.7101,0.3602,0.7101,0.0
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,8192,16384,0.954,0.1217,88,537.4,0.8009,0.6211,0.5985,0.2024
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,12288,0,0.854,0.0186,58,364.6,0.3088,0.0,0.3088,0.0
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,12288,4096,1.0,0.0216,61,345.5,0.3399,0.0,0.3399,0.0
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,12288,8192,1.0,0.0723,75,383.8,0.7327,0.4752,0.2576,0.4752
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,12288,12288,1.0,0.2481,84,499.0,0.9157,0.8133,0.2667,0.6491
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,12288,16384,0.999,0.366,74,614.1,0.9565,0.8852,0.3922,0.5643
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,16384,0,0.807,0.0192,46,383.8,0.5832,0.0,0.5832,0.0
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,16384,4096,1.0,0.0499,74,355.1,0.674,0.4177,0.674,0.0
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,16384,8192,1.0,0.1659,80,441.4,0.8615,0.7515,0.2959,0.5656
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,16384,12288,0.999,0.3862,77,575.8,0.9453,0.8648,0.1658,0.7795
PHerc0139/segments/20250108000000-w025_2025010863/ink-detection/downsampled/PHerc0139-20250108000000-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000000-w025_2025010863,canon,2.399,2.399,8192,124,16384,16384,0.999,0.4667,78,623.7,0.964,0.8859,0.3575,0.6064
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,1um_s1z2,1.129,2.258,8704,106,8704,0,0.91,0.0199,56,370.3,0.2392,0.0,0.2392,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,1um_s1z2,1.129,2.258,8704,106,8704,4352,0.999,0.0484,88,361.3,0.571,0.3169,0.571,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,1um_s1z2,1.129,2.258,8704,106,8704,8704,0.994,0.0433,87,361.3,0.5328,0.3545,0.5328,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,1um_s1z2,1.129,2.258,8704,106,8704,13056,0.98,0.0191,77,307.1,0.0621,0.0,0.0621,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,1um_s1z2,1.129,2.258,8704,106,8704,17408,0.97,0.0128,53,271.0,0.2936,0.0,0.2936,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,0,0,0.95,0.2523,102,393.4,0.9198,0.8484,0.4402,0.4796
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,0,4096,0.901,0.1455,93,345.5,0.8639,0.7383,0.6871,0.1768
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,0,8192,0.883,0.0344,58,326.3,0.5909,0.0838,0.5909,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,0,12288,0.934,0.0315,77,268.7,0.6351,0.0,0.6351,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,0,16384,0.906,0.0347,82,297.5,0.6331,0.2245,0.6331,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,4096,0,0.96,0.0829,96,422.2,0.7388,0.5278,0.7388,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,4096,4096,1.0,0.0947,128,431.8,0.6709,0.4786,0.6709,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,4096,8192,1.0,0.0548,112,403.0,0.4417,0.2307,0.4417,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,4096,12288,1.0,0.0434,98,355.1,0.4845,0.0804,0.4845,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,4096,16384,1.0,0.0369,83,307.1,0.5286,0.2322,0.5286,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,8192,0,0.923,0.0379,83,383.8,0.4825,0.1599,0.4825,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,8192,4096,1.0,0.077,136,393.4,0.6231,0.2328,0.6231,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,8192,8192,1.0,0.0736,133,383.8,0.5662,0.205,0.5662,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,8192,12288,1.0,0.0628,124,374.2,0.5232,0.1112,0.5232,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,8192,16384,1.0,0.0426,86,364.6,0.4772,0.2012,0.4772,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,12288,0,0.866,0.0346,78,364.6,0.4972,0.1752,0.4972,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,12288,4096,1.0,0.0501,99,383.8,0.5677,0.126,0.5677,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,12288,8192,1.0,0.0414,88,345.5,0.554,0.0843,0.554,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,12288,12288,1.0,0.0365,86,326.3,0.554,0.0956,0.554,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,12288,16384,1.0,0.02,57,364.6,0.3314,0.0,0.3314,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,16384,0,0.81,0.0191,54,383.8,0.199,0.0,0.199,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,16384,4096,1.0,0.0206,63,383.8,0.1266,0.0,0.1266,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,16384,8192,1.0,0.014,47,345.5,0.2833,0.0,0.2833,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,16384,12288,1.0,0.0196,56,345.5,0.3928,0.0,0.3928,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,16384,16384,1.0,0.0136,42,335.9,0.2758,0.0,0.2758,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,20480,4096,0.943,0.0491,76,431.8,0.5454,0.28,0.5454,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,20480,8192,0.989,0.051,84,431.8,0.607,0.1684,0.607,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,20480,12288,0.966,0.0636,73,422.2,0.7072,0.4529,0.7072,0.0
PHerc0139/segments/20250108000001-w026_2025010854/ink-detection/downsampled/PHerc0139-20250108000001-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000001-w026_2025010854,canon,2.399,2.399,8192,114,20480,16384,0.934,0.0571,55,383.8,0.7273,0.6227,0.7273,0.0
PHerc0139/segments/20250108000002-w027_2025010845/ink-detection/downsampled/PHerc0139-20250108000002-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20250108000002-w027_2025010845,1um_s1z2,1.129,2.258,8704,105,8704,0,0.89,0.0299,107,307.1,0.33,0.1405,0.33,0.0
PHerc0139/segments/20250108000002-w027_2025010845/ink-detection/downsampled/PHerc0139-20250108000002-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20250108000002-w027_2025010845,1um_s1z2,1.129,2.258,8704,105,8704,4352,1.0,0.0599,143,343.2,0.5542,0.1254,0.5542,0.0
PHerc0139/segments/20250108000002-w027_2025010845/ink-detection/downsampled/PHerc0139-20250108000002-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20250108000002-w027_2025010845,1um_s1z2,1.129,2.258,8704,105,8704,8704,1.0,0.0654,153,343.2,0.5697,0.1944,0.5697,0.0
PHerc0139/segments/20250108000002-w027_2025010845/ink-detection/downsampled/PHerc0139-20250108000002-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20250108000002-w027_2025010845,1um_s1z2,1.129,2.258,8704,105,8704,13056,1.0,0.0352,107,289.0,0.4357,0.2668,0.4357,0.0
PHerc0139/segments/20250108000002-w027_2025010845/ink-detection/downsampled/PHerc0139-20250108000002-1.129um-0.22m-59keV-volume-20260413113053-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc0139,20250108000002-w027_2025010845,1um_s1z2,1.129,2.258,8704,105,8704,17408,1.0,0.011,54,271.0,0.2154,0.0,0.2154,0.0
PHerc0139/segments/20250108000002-w027_2025010845/ink-detection/downsampled/PHerc0139-20250108000002-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000002-w027_2025010845,canon,2.399,2.399,8192,122,0,0,0.919,0.2838,96,460.6,0.9055,0.8267,0.0787,0.8267
PHerc0139/segments/20250108000002-w027_2025010845/ink-detection/downsampled/PHerc0139-20250108000002-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000002-w027_2025010845,canon,2.399,2.399,8192,122,0,4096,0.885,0.3811,70,451.0,0.9577,0.9187,0.0542,0.9035
PHerc0139/segments/20250108000002-w027_2025010845/ink-detection/downsampled/PHerc0139-20250108000002-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000002-w027_2025010845,canon,2.399,2.399,8192,122,0,8192,0.891,0.4322,51,441.4,0.9738,0.9508,0.0759,0.8979
PHerc0139/segments/20250108000002-w027_2025010845/ink-detection/downsampled/PHerc0139-20250108000002-2.399um-0.22m-78keV-volume-20260102150214-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHerc0139,20250108000002-w027_2025010845,canon,2.399,2.399,8192,122,0,12288,0.939,0.3725,75,479.8,0.9478,0.9131,0.1035,0.8444
